country,keywords
France,"Croissants,Baguettes,Crepes,Quiche,Escargots,Foie Gras,Cassoulet,Bouillabaisse,Pot-au-Feu,Coq au Vin,Tarte Tatin,Boeuf Bourguignon,Ratatouille,Onion Soup,Steak Frites,Steak Tartare,Blanquette de Veau,Poulet Roti,Chocolate Mousse,Profiteroles,Macarons,Madeleines,Pain au Chocolat,Eclairs,Croque Monsieur,Salade Nicoise,Risotto,Soupe a l’Oignon,Confit de Canard,Magret de Canard,Coq au Riesling,Omelette aux Fines Herbes,Tartiflette,Gratin Dauphinois,Soupe au Pistou,Bouef Bourguignon,Cassoulet Toulousain,Poulet Basquaise,Galette Bretonne,Poulet a la Normande,Potage Parmentier,Fondue Savoyarde,Tartiflette,Salade Lyonnaise,Pain Perdu,Raclette,Boeuf Bourguignon,Croquembouche,Bouillabaisse,Coq au Vin,Soupe a l’Oignon,Crepes Suzette,Moules Marinieres,Poulet au Calvados,Salade de Chèvre Chaud,Gratin de Macaroni,Escargot de Bourgogne,Choucroute Garnie,Boudin Noir,Pain d’Epices,Croque Madame,Steak Tartare,Clafoutis,Gougères,Tarte aux Pommes,Pâté en Croûte,Quiche Lorraine,Salade Niçoise,Salade de Pâtes,Soufflé au Fromage,Bouef à la Mode,Blanquette de Veau,Pot-au-Feu,Coq au Riesling,Gratin Dauphinois,Soupe au Pistou,Confit de Canard,Magret de Canard,Poulet Basquaise,Poulet Roti,Poulet a la Normande,Potage Parmentier,Fondue Savoyarde,Tartiflette,Salade Lyonnaise,Pain Perdu,Raclette,Croquembouche,Crepes Suzette,Moules Marinieres,Poulet au Calvados,Salade de Chèvre Chaud,Gratin de Macaroni,Escargot de Bourgogne,Choucroute Garnie,Boudin Noir,Pain d’Epices,Croque Madame,Clafoutis,Gougères"
French Guiana,"Creole Cuisine,Bouillon,Cassava,Plantains,Rice,Beans,Fish,Shrimp,Lobster,Fresh Fruit,Coconut,Avocado,Papaya,Banana,Mango,Pineapple,Breadfruit,Curries,Spicy Sauces,Salted Cod,Salted Pork,Salted Beef,Salted Chicken,Salted Fish,Salted Shrimp,Salted Lobster,Salted Octopus,Salted Crab,Salted Squid,Salted Mussels,Salted Snails,Salted Oysters,Salted Tuna,Salted Mackerel,Salted Sardines,Salted Anchovies,Salted Clams,Salted Mussels,Salted Scallops,Salted Calamari,Salted Roe,Salted Frog Legs,Salted Alligator,Salted Turtle,Salted Shark,Salted Eel,Salted Shark Fin,Salted Catfish,Salted Sea Urchin,Salted Roe,Coconut Milk,Coconut Water,Coconut Oil,Coconut Cream,Coconut Flour,Coconut Sugar,Coconut Shrimp,Coconut Crab,Coconut Lobster,Coconut Curry,Coconut Rice,Coconut Soup,Coconut Stew,Coconut Cake,Coconut Pie,Coconut Fritters,Coconut Chips,Coconut Bread,Coconut Jam,Coconut Jelly,Coconut Juice,Coconut Milk Tea,Coconut Ice Cream,Coconut Sorbet,Coconut Pudding,Coconut Yogurt,Coconut Flan,Coconut Flan Cake,Coconut Macaroons,Coconut Muffins,Coconut Cookies,Coconut Pancakes,Coconut Waffles,Coconut Crepes,Coconut Tarts,Coconut Pies,Coconut Panna Cotta,Coconut Flan,Coconut Fondue,Coconut Flan Cake,Coconut Sorbet,Coconut Flan,Coconut Mousse,Coconut Flan Cake,Coconut Flan Pie,Coconut Flan Cake,Coconut Flan Pie,Coconut Flan Cake,Coconut Flan Cake with Caramel Sauce,Coconut Flan Cake with Chocolate Sauce"
French Polynesia,"Poisson cru (raw fish),Coconut,Breadfruit,Taro,Octopus,Pork,Chicken,Shrimp,Lobster,Bananas,Mangoes,Papaya,Pineapple,Watermelon,Avocado,Guava,Passion fruit,Citrus fruits,Sweet potatoes,Cassava,Yams,Rice,Corn,Peanuts,Beans,Taro chips,Coconut milk,Coconut cream,Coconut oil,Coconut water,Coconut flour,Coconut sugar,Coconut vinegar,Coconut butter,Coconut cream cheese,Coconut yogurt,Coconut ice cream,Coconut ice pops,Coconut macaroons,Coconut mousse,Coconut custard,Coconut jam,Coconut jelly,Coconut pudding,Coconut cream pie,Coconut cake,Coconut cookies,Coconut muffins,Coconut bread,Coconut pancakes,Coconut waffles,Coconut crepes,Coconut chutney,Coconut curry,Coconut milk soup,Coconut milk shakes,Coconut milk smoothies,Coconut milk tea,Coconut milk coffee,Coconut milk hot chocolate,Coconut milk ice cream,Coconut milk ice pops,Coconut milk yogurt,Coconut milk pudding,Coconut milk cake,Coconut milk cookies,Coconut milk muffins,Coconut milk bread,Coconut milk pancakes,Coconut milk waffles,Coconut milk crepes,Coconut milk chutney,Coconut milk curry,Coconut milk soup,Coconut milk shakes,Coconut milk smoothies,Coconut milk tea,Coconut milk coffee,Coconut milk hot chocolate,Fish sauce,Tahitian vanilla,Tahitian lime,Tahitian ginger,Tahitian pepper,Tahitian garlic,Tahitian onion,Tahitian nutmeg,Tahitian turmeric,Tahitian cinnamon,Tahitian cardamom,Tahitian lemongrass,Tahitian basil,Tahitian oregano,Tahitian thyme,Tahitian cumin,Tahitian coriander,Tahitian paprika,Tahitian chilli,Tahitian chives,Tahitian parsley"
Gabon,"Fufu,Akara,Poulet DG,Pondu,Saka-Saka,Ndolé,Miondo,Cassava,Plantains,Yams,Fish,Okra,Peanuts,Rice,Soups,Stews,Grilled meats,Fried dough,Fried plantains,Fruits,Avocados,Bananas,Oranges,Mangoes,Papayas,Pineapples,Coconuts,Tomatoes,Onions,Garlic,Okra,Peppers,Eggplant,Salads,Nuts,Seeds,Spices,Cassava leaves,Groundnuts,Maize,Millet,Sorghum,Watermelon,Melon,Squash,Zucchini,Beans,Peas,Lentils,Goat,Beef,Pork,Chicken,Mutton,Pigeon,Duck,Snails,Frogs,Lizards,Crabs,Lobsters,Oysters,Mussels,Shrimp,Clams,Octopus,Squid,Sardines,Anchovies,Mackerel,Tilapia,Catfish,Carp,Eel,Perch,Trout,Barracuda,Tuna,Herring,Marlin,Swordfish,Mahi Mahi,Shark,Porridge,Fonio,Bambara,Millet Flour,Palm Oil,Palm Nut Soup,Groundnut Soup,Sauce Gombo,Pâté,Koki,Bitterballen,Kedjenou,Poisson Braisé,Grilled Fish,Akoumé,Alloco,Bofrot"
Gambia,"Rice,Fufu,Domoda,Yassa,Benachin,Thieboudienne,Chakhokhbili,Koki,Maafe,Jollof Rice,Groundnut Soup,Supa,Bintou,Dibi,Plasas,Ndambe,Fataya,Maffe,Ceebu Jen,Yassa Chicken,Chicken Yassa,Chicken Curry,Fish Curry,Domoda Fish,Yam Porridge,Aloco,Grilled Fish,Grilled Chicken,Roasted Fish,Roasted Chicken,Fried Fish,Fried Chicken,Fried Plantains,Fried Rice,Cassava Fufu,Baobab Juice,Mango Juice,Orange Juice,Coconut Juice,Papaya Juice,Pineapple Juice,Guava Juice,Banana Juice,Watermelon Juice,Soursop Juice,Tamarind Juice,Ginger Beer,Bissap,Carrot Juice,Hibiscus Juice,Millet Porridge,Soya Porridge,Bean Porridge,Rice Porridge,Corn Porridge,Plantain Porridge,Yam Porridge,Groundnut Porridge,Kanyah,Fonio,Bambara Groundnuts,Peanuts,Cashew Nuts,Almonds,Walnuts,Breadfruit,Dates,Figs,Bananas,Mangoes,Oranges,Apples,Pineapples,Avocados,Papayas,Watermelons,Melons,Guavas,Coconut,Pomegranate,Limes,Passion Fruit,Soursop,Tamarind,Plantains,Cassava,Tomatoes,Onions,Garlic,Peppers,Carrots,Spinach,Cabbage,Eggplant,Okra,Sweet Potatoes,Yam,Fish,Chicken,Beef"
Gaza Strip,"Falafel,Hummus,Ful Medames,Shawarma,Kebab,Baba Ganoush,Grilled Fish,Kofta,Shawerma,Tabouleh,Fattoush,Moussaka,Maqluba,Manakish,Lahmajoun,Lahmacun,Za'atar,Knafeh,Halva,Baklawa,Kibbeh,Stuffed Grape Leaves,Stuffed Zucchini,Fatayer,Sambusak,Hummus Fries,Ful Mudammas,Grilled Halloumi,Falafel Balls,Cheese Saj,Labneh,Moutabal,Foul,Tabbouleh,Falafel Sandwich,Hummus Sandwich,Shawarma Sandwich,Kebab Sandwich,Grilled Chicken,Shawarma Plate,Kebab Plate,Fattoush Salad,Tabbouleh Salad,Labneh Salad,Hummus Salad,Lentil Soup,Fattoush Soup,Ful Soup,Freekeh Soup,Maqluba Soup,Stuffed Cabbage,Stuffed Eggplant,Stuffed Onions,Stuffed Peppers,Stuffed Tomatoes,Stuffed Zucchini,Kibbeh Balls,Kibbeh Pie,Makloubeh,Mjadara,Rice with Lentils,Rice with Vermicelli,Rice with Chickpeas,Rice with Meat,Kofta Balls,Kofta Kebab,Kofta Pie,Kofta with Rice,Kofta with Vegetables,Kofta with Potatoes,Fish Kebab,Fish with Rice,Fish with Vegetables,Fish with Potatoes,Fish with Tahini,Grilled Fish with Tahini,Grilled Fish with Lemon,Grilled Fish with Garlic,Grilled Fish with Spices,Grilled Fish with Herbs,Grilled Fish with Tomatoes,Grilled Fish with Onions,Grilled Fish with Parsley,Grilled Fish with Cilantro,Grilled Fish with Feta,Grilled Fish with Olives,Grilled Fish with Capers,Grilled Fish with Pine Nuts,Grilled Fish with Saffron,Grilled Fish with Turmeric,Grilled Fish with Sumac,Grilled Fish with Za'atar,Grilled Fish with Tahini Sauce,Fried Fish with Tahini Sauce,Fried Fish with Lemon Sauce,Fried Fish with Garlic Sauce,Fried Fish with Spices,Fried Fish with Herbs,Fried Fish with Tomatoes,Fried Fish with Onions"
Georgia,"Khachapuri,Khinkali,Lobio,Satsivi,Badrijani,Pkhali,Chakhokhbili,Mtsvadi,Chvishtari,Chashushuli,Chikhirtma,Chkmeruli,Kharcho,Acharuli,Kupati,Khinkali,Chakhokhbili,Chichvinta,Kharcho,Chakhokhbili,Khachapuri,Mtsvadi,Chakhokhbili,Khinkali,Satsivi,Khinkali,Chakhokhbili,Kupati,Kharcho,Chvishtari,Lobio,Chikhirtma,Chashushuli,Acharuli,Kupati,Chakhokhbili,Chichvinta,Kharcho,Chakhokhbili,Khachapuri,Mtsvadi,Chakhokhbili,Khinkali,Satsivi,Khinkali,Chakhokhbili,Kupati,Kharcho,Chvishtari,Lobio,Chikhirtma,Chashushuli,Acharuli,Kupati,Chakhokhbili,Chichvinta,Kharcho,Chakhokhbili,Khachapuri,Mtsvadi,Chakhokhbili,Khinkali,Satsivi,Khinkali,Chakhokhbili,Kupati,Kharcho,Chvishtari,Lobio,Chikhirtma,Chashushuli,Acharuli,Kupati,Chakhokhbili,Chichvinta,Kharcho,Chakhokhbili,Khachapuri,Mtsvadi,Chakhokhbili,Khinkali,Satsivi,Khinkali,Chakhokhbili,Kupati,Kharcho,Chvishtari,Lobio,Chikhirtma,Chashushuli,Acharuli,Kupati,Chakhokhbili,Chichvinta,Kharcho,Chakhokhbili,Khachapuri,Mtsvadi,Chakhokhbili,Khinkali"
Germany,"Sauerbraten,Bratwurst,Schnitzel,Kartoffelpuffer,Käsespätzle,Rouladen,Gulasch,Currywurst,Spätzle,Knödel,Sauerkraut,Rinderbraten,Leberkäse,Maultaschen,Bockwurst,Eisbein,Bienenstich,Schwarzwälder Kirschtorte,Apfelstrudel,Brezel,Kartoffelsalat,Frikadellen,Kartoffelknödel,Kartoffelpüree,Kartoffelsuppe,Pfannkuchen,Kartoffelbrei,Spargel,Rotkohl,Wurstsalat,Rinderrouladen,Kartoffelgratin,Königsberger Klopse,Kartoffelauflauf,Grünkohl,Kartoffelpfanne,Marzipan,Rindergulasch,Kartoffelkroketten,Sauerkirschen,Rinderbratwurst,Kartoffelsalat mit Speck,Kartoffelsalat mit Mayonnaise,Bauernfrühstück,Quarkkeulchen,Schweinebraten,Bockwurst mit Kartoffelsalat,Kartoffelsuppe mit Würstchen,Kartoffelpuffer mit Apfelmus,Kartoffelpuffer mit Apfelkompott,Kartoffelpuffer mit Zwiebeln,Kartoffelpuffer mit Speck,Kartoffelpuffer mit Käse,Kartoffelpuffer mit Pilzen,Kartoffelpuffer mit Sauerkraut,Kartoffelpuffer mit Quark,Kartoffelpuffer mit Ei,Kartoffelpuffer mit Schinken,Kartoffelpuffer mit Lachs,Kartoffelpuffer mit Fisch,Kartoffelpuffer mit Mett,Kartoffelpuffer mit Tomaten,Kartoffelpuffer mit Zucchini,Kartoffelpuffer mit Spinat,Kartoffelpuffer mit Kräuter,Kartoffelpuffer mit Ketchup,Kartoffelpuffer mit Senf,Kartoffelpuffer mit Joghurt,Kartoffelpuffer mit Mayonnaise,Kartoffelpuffer mit Honig,Kartoffelpuffer mit Marmelade,Kartoffelpuffer mit Apfelmus,Kartoffelpuffer mit Apfelkompott,Kartoffelpuffer mit Zwiebeln,Kartoffelpuffer mit Speck,Kartoffelpuffer mit Käse,Kartoffelpuffer mit Pilzen,Kartoffelpuffer mit Sauerkraut,Kartoffelpuffer mit Quark,Kartoffelpuffer mit Ei,Kartoffelpuffer mit Schinken,Kartoffelpuffer mit Lachs,Kartoffelpuffer mit Fisch,Kartoffelpuffer mit Mett,Kartoffelpuffer mit Tomaten,Kartoffelpuffer mit Zucchini,Kartoffelpuffer mit Spinat,Kartoffelpuffer mit Kräuter,Kartoffelpuffer mit Ketchup,Kartoffelpuffer mit Senf,Kartoffelpuffer mit Joghurt,Kartoffelpuffer mit Mayonnaise,Kartoffelpuffer mit Honig,Kartoffelpuffer mit Marmelade,Kartoffelpuffer mit Apfelmus,Kartoffelpuffer mit Apfelkompott,Kartoffelpuffer mit Zwiebeln,Kartoffelpuffer mit Speck,Kartoffelpuffer mit Käse,Kartoffelpuffer mit Pilzen"
Ghana,"Fufu,Banku,Kenkey,Red Red,Jollof Rice,Groundnut Soup,Waakye,Kontomire Stew,Palm Nut Soup,Okra Stew,Plantain,Yam,Cassava,Maize,Millet,Sorghum,Red Pepper Sauce,Kebab,Fried Fish,Fried Plantain,Tilapia,Goat Meat,Chicken,Beef,Mutton,Akple,Abolo,Kofi Brokeman,Koom Roti,Kelewele,Boiled Yam,Boiled Plantain,Ga Kenkey,Akple Dorkunu,Grilled Tilapia,Grilled Fish,Grilled Chicken,Grilled Beef,Grilled Mutton,Waakye Balls,Gari,Koko,Kokonte,Kose,Kooko,Kuli Kuli,Kose Sesei,Kookoo,Eto,Fante Fante,Gbegiri,Moin Moin,Oto,Ofada Rice,Egusi Soup,Abenkwan,Kplidzi,Kpeke,Kedjenou,Grilled Corn,Corn Porridge,Red Bean Stew,Black-eyed Pea Stew,Coconut Rice,Cassava Fufu,Palm Nut Soup,Coconut Stew,Coconut Milk,Groundnut Soup,Akplidzi,Waakye Balls,Kenkey Balls,Kuli Kuli,Akple Dorkunu,Kofi Brokeman,Kontomire Stew,Kose Sesei,Okra Stew,Peanut Butter Stew,Yam Porridge,Plantain Porridge,Gari Foto,Waakye,Kpeke,Kedjenou,Kofi Brokeman,Abolo,Akple,Kpokpoi,Kooko,Kookoo,Kplidzi,Kose,Kuli Kuli,Moimoi,Oto,Fante Fante,Gbegiri,Eto,Akple Dorkunu"
Gibraltar,"Fish and Chips,Calentita,Papas arrugadas,Roasted Goat,Fried Calamari,Tortilla,Frito Marisco,Roasted Potatoes,Garlic Prawns,Calamari Fritters,Roasted Chicken,Paella,Grilled Sardines,Boquerones,Carne con Papas,Patatas Bravas,Gazpacho,Tortilla Española,Croquetas,Garlic Mushrooms,Lentil Stew,Stewed Rabbit,Gaspacho Andaluz,Fried Calamari Rings,Berenjenas con Miel,Fried Anchovies,Fried Squid,Fried Octopus,Fried Brie,Fried Calamari Strips,Fried Cheese,Fried Cod,Fried Eggplant,Fried Pork,Fried Shrimp,Grilled Sardines,Grilled Sea Bass,Grilled Squid,Grilled Tuna,Grilled Vegetables,Jamón Serrano,Lamb Stew,Marinated Olives,Meatballs,Meatloaf,Mussels in Tomato Sauce,Octopus Salad,Pimientos de Padrón,Pollo al Ajillo,Pork Chops,Potatoes with Chorizo,Rabbit Stew,Romesco Sauce,Salmorejo,Salt Cod Fritters,Sardines in Tomato Sauce,Seafood Paella,Shrimp in Garlic Sauce,Squid in Ink Sauce,Stuffed Peppers,Tuna Salad,White Beans,Arroz con Leche,Arroz con Pollo,Arroz Negro,Bocadillos,Caldereta de Cordero,Carne Mechada,Chorizo,Cocido,Crema Catalana,Croquetas de Jamón,Empanada Gallega,Flan,Gazpacho,Gofio,Huevos Estrellados,Jamón,Leche Frita,Lomo de Orza,Majorero Cheese,Marinated Olives,Migas,Morcilla,Papas Arrugadas con Mojo,Patatas a la Riojana,Patatas alioli,Pisto,Queso de Cabra,Revuelto de Espinacas,Salmorejo,Sancocho,Sepia a la Plancha,Sobrasada,Solomillo al Whisky,Spanish Omelette,Squid in Ink Sauce,Stuffed Squid,Tostadas,Tortilla de Patatas"
Greece,"Moussaka,Souvlaki,Gyros,Greek Salad,Spanakopita,Dolmades,Tzatziki,Stifado,Briam,Fasolada,Loukoumades,Pastitsio,Greek Yogurt,Koulourakia,Baklava,Galaktoboureko,Kokoretsi,Kefalotyri,Soutzoukakia,Tyropita,Greek Coffee,Dakos,Fasolakia,Louza,Gemista,Kolokithokeftedes,Revithokeftedes,Melomakarona,Kataifi,Greek Feta Cheese,Greek Olives,Horiatiki,Octopus,Calamari,Greek Meatballs,Greek Rice,Greek Lentil Soup,Greek Fries,Greek Pasta,Greek Cheese Pie,Greek Omelette,Greek Lamb,Souvlaki Sandwich,Greek Vegetable Stew,Greek Fried Cheese,Greek Fish Soup,Greek Avgolemono Soup,Greek Chicken Soup,Greek Fish Stew,Greek Moussaka Pie,Greek Halva,Greek Kataifi,Greek Gyro,Greek Baklava Roll,Greek Rice Pudding,Greek Honey Cake,Greek Stuffed Grape Leaves,Greek Fried Zucchini,Greek Spanakopita Pie,Greek Lamb Chops,Greek Stuffed Tomatoes,Greek Pita Bread,Greek Lentil Salad,Greek Fava Bean Salad,Greek Tzatziki Sauce,Greek Taramasalata,Greek Tirokafteri,Greek Hummus,Greek Feta Dip,Greek Dolma,Greek Fasolada Soup,Greek Pastitsio Casserole,Greek Stuffed Peppers,Greek Feta Cheese Pie,Greek Baked Eggplant,Greek Baked Feta Cheese,Greek Stuffed Mushrooms,Greek Grilled Cheese,Greek Saganaki,Greek Stifado Stew,Greek Kleftiko,Greek Tzatziki Salad,Greek Feta Cheese Salad,Greek Dolmades Wraps,Greek Souvlaki Wraps,Greek Moussaka Casserole,Greek Halva Cake,Greek Baklava Cheesecake,Greek Galaktoboureko Pie,Greek Koulourakia Cookies,Greek Kefalotyri Cheese,Greek Soutzoukakia Meatballs,Greek Tyropita Pie,Greek Fried Cheese Balls,Greek Fried Calamari,Greek Fried Octopus,Greek Fried Zucchini Balls,Greek Fried Fish,Greek Fried Potatoes,Greek Loukoumades Doughnuts"
Greenland,"Fish,Seals,Reindeer,Muskox,Whale,Halibut,Cod,Salmon,Trout,Herring,Shrimp,Crab,Lobster,Arctic Char,Carp,Arctic Hare,Ptarmigan,Goose,Duck,Eider,Skua,Puffin,Berries,Cloudberries,Crowberries,Blueberries,Cranberries,Arctic Raspberry,Arctic Bramble,Vegetables,Potatoes,Carrots,Onions,Cabbage,Turnips,Parsnips,Fruits,Apples,Pears,Plums,Figs,Berries,Nuts,Walnuts,Hazelnuts,Almonds,Grains,Oats,Rye,Barley,Wheat,Dairy,Milk,Cheese,Yogurt,Butter,Eggs,Herbs,Dill,Parsley,Rosemary,Sage,Mint,Tea,Coffee,Chocolate,Bread,Pancakes,Waffles,Pies,Cakes,Cookies,Puddings,Soups,Stews,Salads,Sauces,Pickles,Jams,Preserves,Syrups,Condiments,Mustard,Ketchup,Mayonnaise,Sauerkraut,Alcohol,Beer,Wine,Spirits,Liqueurs,Aqavit,Seaweed,Lichen,Moss,Mushrooms,Reindeer Moss,Arctic Thyme,Wild Garlic,Wild Onions"
Grenada,"Callaloo,Rice and peas,Stewed chicken,Coconut bread,Bakes,Roti,Pelau,Macaroni pie,Fish and chips,Jerk chicken,Roast pork,Conch,Barbecue,Plantain,Fried dumplings,Tannia,Spice cake,Fried plantain,Souse,Pepper pot,Stewed beef,Fungi,Bammy,Saltfish,Tostones,Calaloo soup,Rundown,Cassava pone,Tannia cakes,Coconut dumplings,Corn soup,Stuffed crab,Saffron rice,Sweet potatoes,Fried fish,Fried bakes,Fried jacks,Lobster,Stewed okra,Fried jackfish,Stewed mutton,Plantain chips,Callaloo and saltfish,Fried cassava,Fried pork,Fried chicken,Curried goat,Fried plantain balls,Sweet bread,Dumplings,Oildown,Coconut tarts,Ginger beer,Roast yam,Crab backs,Sea cat,Breadfruit,Stewed conch,Soursop,Sorrel,Coconut water,Bakes and shark,Roast breadfruit,Callaloo and saltfish fritters,Ginger cake,Fish broth,Coconut ice cream,Coconut rice,Callaloo and dumplings,Fried saltfish,Sweet potato pudding,Avocado salad,Fried pork chops,Fried flying fish,Fried plantain and saltfish,Coconut custard,Fish cakes,Pigeon peas,Sweet potato pudding,Fried bammies,Ochro,Tamarind balls,Bakes and saltfish,Spice ginger beer,Plantain chips,Boiled bananas,Breadfruit chips,Boiled dumplings,Sweet potato pie,Roast pork with plantain,Coconut sweet bread,Cassava pudding,Pepper pot soup,Stewed lambi,Stewed pork,Fried plantain and fish,Callaloo and crab,Fried plantain and shrimp,Soursop ice cream,Plantain pancakes"
Guadeloupe,"Accra,Bakes,Bouillon,Boudin,Bwa Kolé,Calalou,Callaloo,Chiquetaille,Colombo,Crabe à la creole,Creole Cuisine,Fritay,Gâteau Cocotte,Gombo,Griot,Gwo Mango,Habitant,Lambi,Macaroni,Mangue,Mofongo,Morue,Poulet Creole,Riz et Pois,Sauce Chien,Soup Joumou,Ti' Punch,Accras de Morue,Bananes Frites,Bichique Frit,Boudin Blanc,Boudin Noir,Bouillon de Poisson,Bouillon Poulet,Boulette de Morue,Bwa Kolé Ak Pwason,Cassava Bread,Colombo de Poisson,Coco Bread,Fritay de Poisson,Gâteau Aux Bananes,Gâteau Aux Noix,Gâteau Aux Poires,Gâteau Coco,Gâteau Patate,Gombo Z'herbes,Gratin de Macaroni,Gratin de Poisson,Griot de Porc,Griot de Poulet,Grondin,Kale Soup,Lambi Frit,Mango Chutney,Marinade de Poisson,Matété,Morue Frit,Pain de Maïs,Pain Patate,Pate a Choux,Pâté Chinois,Poulet Frit,Riz et Haricots,Riz et Pois de Caroube,Riz et Pois Rouges,Riz Gras,Sauce Piquante,Soup Creole,Soup Joumou Aux Pois,Ti' Punch aux Fruits,Accras de Poisson,Bananes Plantains,Bichique Frit aux Herbes,Boudin Blanc aux Herbes,Boudin Noir aux Herbes,Bouillon de Poulet,Bouillon de Poisson aux Herbes,Boulette de Poisson,Bwa Kolé Ak Poulet,Calalou aux Crevettes,Coco Bread aux Fruits,Fritay de Poulet,Gâteau Aux Ananas,Gâteau Aux Mangues,Gâteau Aux Papayes,Gâteau Coco aux Noix,Gâteau Patate aux Épices,Gombo aux Légumes,Gratin de Poulet,Griot de Porc aux Herbes,Griot de Poulet aux Épices,Kale Soup aux Légumes,Lambi Frit aux Épices,Mango Chutney aux Épices,Marinade de Poulet,Matété aux Crevettes,Morue Frit aux Herbes,Pain Patate aux Fruits,Pâté Chinois aux Légumes,Poulet Frit aux Épices"
Guam,"BBQ Chicken,Coconut Shrimp,Coconut Crabs,Red Rice,Kelaguen,Tinala Katni,Chamorro Style Fried Rice,Agana Style Fried Rice,Pancit,Tinaktak,Aguni,Fried Fish,Fried Chicken,Lumpia,Kini-Kini,Kadalag-Kadun,Chicken Kelaguen,Pork Kelaguen,Tinaktak Kelaguen,Kini-Kini Kelaguen,Tinala Katni Kelaguen,Pancit Kelaguen,Chicken Estufao,Pork Estufao,Beef Estufao,Aguni Estufao,Tinaktak Estufao,Kini-Kini Estufao,Kadalag-Kadun Estufao,Tinaktak Soup,Kini-Kini Soup,Agana Style Fried Rice Soup,Chicken Soup,Pork Soup,Beef Soup,Chamorro Style Fried Rice Soup,Lumpia Soup,Guatamala Style Fried Rice,Fried Fish Soup,Fried Chicken Soup,BBQ Chicken Soup,Coconut Shrimp Soup,Coconut Crab Soup,Red Rice Soup,BBQ Pork,BBQ Beef,BBQ Fish,BBQ Squid,BBQ Octopus,BBQ Tofu,BBQ Vegetables,Guatamala Style Fried Rice Soup,BBQ Chicken and Rice,Coconut Shrimp and Rice,Coconut Crab and Rice,Red Rice and BBQ Chicken,Red Rice and Coconut Shrimp,Red Rice and Coconut Crab,Red Rice and BBQ Pork,Red Rice and BBQ Beef,Red Rice and BBQ Fish,Red Rice and BBQ Squid,Red Rice and BBQ Octopus,Red Rice and BBQ Tofu,Red Rice and BBQ Vegetables,BBQ Fish Tacos,BBQ Squid Tacos,BBQ Octopus Tacos,BBQ Tofu Tacos,BBQ Vegetable Tacos,Coconut Shrimp Tacos,Coconut Crab Tacos,BBQ Chicken Burritos,Coconut Shrimp Burritos,Coconut Crab Burritos,BBQ Pork Burritos,BBQ Beef Burritos,BBQ Fish Burritos,BBQ Squid Burritos,BBQ Octopus Burritos,BBQ Tofu Burritos,BBQ Vegetable Burritos,BBQ Chicken Quesadillas,Coconut Shrimp Quesadillas,Coconut Crab Quesadillas,BBQ Pork Quesadillas,BBQ Beef Quesadillas,BBQ Fish Quesadillas,BBQ Squid Quesadillas,BBQ Octopus Quesadillas,BBQ Tofu Quesadillas,BBQ Vegetable Quesadillas,BBQ Chicken Wraps,Coconut Shrimp Wraps,Coconut Crab Wraps,BBQ Pork Wraps,BBQ Beef Wraps,BBQ Fish Wraps,BBQ Squid Wraps,BBQ Octopus Wraps"
