country,keywords
Grenada,"Coconut,Sea Grape,Aloe,Bamboo,Banana,Breadfruit,Cacao,Callaloo,Cashew,Citrus,Coffee,Cotton,Hibiscus,Indian Fig,Jackfruit,Mahogany,Mango,Nutmeg,Papaya,Passion Fruit,Pineapple,Plum,Pomegranate,Soursop,Tamarind,Almond,Avocado,Balsam,Bay Rum,Bitterbush,Blue Mahoe,Bottlebrush,Bromeliad,Bullrush,Cactus,Calabash,Carambola,Casuarina,Cedar,Clusia,Corkwood,Croton,Dogwood,Ebony,Euphorbia,False Mastic,Fig,Flamboyant,Frangipani,Gambier,Ginger,Gommier,Guava,Heliconia,Hibiscus,Hogplum,Hog Plum,Ixora,Jasmine,Juniper,Lignum Vitae,Mahoe,Mahogany,Marigold,Melon,Milkwood,Mint,Nutmeg,Oleander,Orchid,Palm,Palmetto,Papaya,Poinciana,Poinsettia,Prickly Pear,Rosemary,Rubbertree,Saffron,Sage,Sea Grape,Sea Lavender,Sea Moss,Silk Cotton,Spanish Elm,Starfruit,Sugar Apple,Tamarind,Teak,Thatch Palm,Ti,Turpentine,Vervain,Water Hyacinth,Wild Coffee,Wild Olive,Wild Tamarind,Wild Yam,Ylang Ylang,Zinnia"
Guadeloupe,"Palm Trees,Bromeliads,Orchids,Sea Grape,Mahogany,Poinciana,Flamboyant,Bamboo,Acacia,Cacti,Agave,Hibiscus,Bougainvillea,Ixora,Ochna,Wild Coffee,Lignum Vitae,Fiddlewood,Sea Almond,Ironwood,Ebony,Mahoe,Cabbage Tree,Sea Grape,Coconut Palm,Royal Palm,Silver Thatch Palm,Ylang Ylang,Allamanda,Jasmine,Trumpet Tree,Moringa,Frangipani,Wild Tamarind,Calabash Tree,Bay Cedar,Wild Olive,Wisteria,Gardenia,Oleander,Wild Clove,Cashew,Wild Tamarind,Guava,Mango,Papaya,Banana,Soursop,Avocado,Grapefruit,Lime,Orange,Pomegranate,Pineapple,Breadfruit,Coconut,Sea Grapes,Sea Lettuce,Seagrass,Mangroves,Sea Lavender,Beach Morning Glory,Sea Purslane,Beach Hibiscus,Beach Heliotrope,Sea Oxeye,Beach Hibiscus,Beach Heliotrope,Sea Oxeye,Beach Almond,Beach Morning Glory,Sea Purslane,Beach Hibiscus,Beach Heliotrope,Sea Oxeye,Beach Almond,Beach Morning Glory,Sea Purslane,Beach Hibiscus,Beach Heliotrope,Sea Oxeye,Beach Almond,Beach Morning Glory,Sea Purslane,Beach Hibiscus,Beach Heliotrope,Sea Oxeye,Beach Almond,Beach Morning Glory,Sea Purslane,Beach Hibiscus,Beach Heliotrope,Sea Oxeye,Beach Almond,Beach Morning Glory,Sea Purslane,Beach Hibiscus,Beach Heliotrope,Sea Oxeye,Beach Almond"
Guam,"Coconut palm,Breadfruit,Banyan,Pandanus,Ironwood,Ebony,Casuarina,Strangler fig,Calophyllum,Palms,Guava,Acacia,Hibiscus,Lantana,Ipil-ipil,Pandan,Wild Ginger,Bamboo,Mangrove,Calophyllum inophyllum,Ficus,Tabebuia,Cordia,Eugenia,Cycas,Pisonia,Tournefortia,Terminalia,Morinda,Schizolobium,Clerodendrum,Hibiscadelphus,Alstonia,Eugenia,Pittosporum,Psidium,Ficus,Glochidion,Tournefortia,Pandanus,Hibiscus,Ipomoea,Syzygium,Plumeria,Pisonia,Calophyllum,Scaevola,Tournefortia,Acacia,Calophyllum inophyllum,Ficus,Cordia,Terminalia,Morinda,Schizolobium,Clerodendrum,Hibiscadelphus,Alstonia,Eugenia,Pittosporum,Psidium,Ficus,Glochidion,Tournefortia,Pandanus,Hibiscus,Ipomoea,Syzygium,Plumeria,Pisonia,Calophyllum,Scaevola,Tournefortia,Acacia,Calophyllum inophyllum,Ficus,Cordia,Terminalia,Morinda,Schizolobium,Clerodendrum,Hibiscadelphus,Alstonia,Eugenia,Pittosporum,Psidium,Ficus,Glochidion,Tournefortia,Pandanus,Hibiscus,Ipomoea,Syzygium,Plumeria,Pisonia,Calophyllum,Scaevola,Tournefortia,Acacia,Calophyllum inophyllum"
Guatemala,"Pine,Oak,Mangrove,Teak,Cedar,Palms,Rubber,Bamboo,Sapodilla,Jade Vine,Orchid,Ficus,Bromeliad,Mahogany,Cashew,Cacao,Guava,Coffee,Banana,Coconut,Citrus,Avocado,Papaya,Mango,Chicle,Yuca,Jocote,Sapote,Macadamia,Cashew,Guanabana,Guaba,Ceiba,Royal Palm,Wax Palm,Prickly Pear,Nance,Sweetwood,Carob,Tamarind,Guacimo,Inga,Wild Tamarind,Melina,Zapote,Caimito,Sapodilla,Sapote,Jocote,Nance,Chicle,Wild Tamarind,Guaba,Ceiba,Royal Palm,Wax Palm,Prickly Pear,Carob,Tamarind,Guacimo,Inga,Melina,Zapote,Caimito,Wild Tamarind,Guaba,Ceiba,Royal Palm,Wax Palm,Prickly Pear,Carob,Tamarind,Guacimo,Inga,Melina,Zapote,Caimito,Wild Tamarind,Guaba,Ceiba,Royal Palm,Wax Palm,Prickly Pear,Carob,Tamarind,Guacimo,Inga,Melina,Zapote,Caimito,Wild Tamarind,Guaba,Ceiba,Royal Palm,Wax Palm,Prickly Pear,Carob,Tamarind,Guacimo,Inga"
Guernsey,"Heather,Gorse,Sea Thrift,Sea Lavender,Wild Carrot,Wild Onion,Sea Beet,Wild Celery,Wild Parsley,Wild Garlic,Wild Radish,Wild Spinach,Wild Fennel,Wild Mint,Wild Mustard,Wild Rocket,Wild Chervil,Sea Kale,Sea Purslane,Sea Radish,Sea Lettuce,Sea Campion,Sea Pink,Sea Mayweed,Sea Spurrey,Sea Sandwort,Sea Holly,Sea Pea,Sea Bindweed,Sea Arrowgrass,Sea Aster,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Bindweed,Sea Holly,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Wormwood,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Wormwood,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Wormwood,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Wormwood,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Wormwood,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Wormwood,Sea Plantain,Sea Fescue,Sea Couch,Sea Rush,Sea Milkwort,Sea Spurge,Sea Wormwood,Wild Orchid,Wild Strawberry,Wild Cranberry,Wild Bilberry,Wild Blueberry,Wild Rose,Wild Blackberry,Wild Raspberry,Wild Primrose,Wild Daisy,Wild Dandelion,Wild Foxglove"
Guinea,"Mangroves,Grasslands,Savannah,Wetlands,Rainforest,Acacia,Baobab,Rubber trees,Palms,Ferns,Euphorbia,Eucalyptus,Cashew trees,Coffee trees,Oil palms,Coconut palms,Bamboo,Bitter kola,Shea trees,Teak,Mahogany,Ebony,Ironwood,Tamarind,Date palm,Casuarina,Guava,Mango,Papaya,Banana,Citrus,Pineapple,Coconut,Avocado,Cashew,Kola nut,Breadfruit,Jackfruit,Baobab,Okra,Yam,Millet,Sorghum,Rice,Peanuts,Cotton,Tobacco,Hibiscus,Hibiscus sabdariffa,Baobab fruit,Moringa,Peppers,Tomatoes,Okra,Eggplant,Onions,Squash,Pumpkin,Watermelon,Melon,Spinach,Cabbage,Lettuce,Carrots,Cassava,Cowpeas,Beans,Peas,Sorghum,Millet,Maize,Rice,Teff,Fonio,Sweet potatoes,Yam,Bambara groundnut,Bitter leaf,Baobab leaves,Hibiscus leaves,Neem,Baobab pods,Moringa pods,Acacia pods,Baobab fruit,Moringa leaves,Acacia leaves,Kola nut,Cashew nut,Shea nut,Bitter kola,Coffee beans,Cotton bolls,Baobab bark,Moringa bark,Acacia bark,Acacia pods,Baobab pods,Moringa pods,Neem leaves"
Guinea-Bissau,"Mangroves,Acacia,Baobab,Casuarina,Date Palm,Coconut Palm,Teak,Mahogany,Ebony,African Walnut,African Mahogany,Rosewood,Iroko,Bamboo,African Ebony,African Teak,African Olive,African Cedar,African Redwood,African Oak,African Ash,African Ironwood,African Padauk,African Iroko,African Zebrawood,African Wenge,African Sapele,African Rosewood,African Bitterwood,African Mahogany,African Cherry,African Mahogany,African Ebony,African Cedar,African Sausage Tree,African Tulip Tree,African Baobab,African Marula,African Bitter Almond,African Wild Plum,African Wild Apricot,African Wild Peach,African Wild Pear,African Wild Apple,African Wild Date,African Wild Fig,African Wild Banana,African Wild Papaya,African Wild Olive,African Wild Cashew,African Wild Coffee,African Wild Cotton,African Wild Tobacco,African Wild Ginger,African Wild Pepper,African Wild Cardamom,African Wild Nutmeg,African Wild Cinnamon,African Wild Clove,African Wild Vanilla,African Wild Peanut,African Wild Sesame,African Wild Sorghum,African Wild Millet,African Wild Rice,African Wild Yam,African Wild Cassava,African Wild Okra,African Wild Eggplant,African Wild Pumpkin,African Wild Squash,African Wild Melon,African Wild Grape,African Wild Guava,African Wild Mango,African Wild Lemon,African Wild Orange,African Wild Papaya,African Wild Banana,African Wild Coconut,African Wild Avocado,African Wild Passion Fruit,African Wild Durian,African Wild Jackfruit,African Wild Breadfruit,African Wild Tamarind,African Wild Lychee,African Wild Starfruit,African Wild Custard Apple,African Wild Pomegranate,African Wild Acacia,African Wild Eucalyptus,African Wild Neem,African Wild Bitter Leaf,African Wild Baobab,African Wild Baobab Leaf,African Wild Bamboo,African Wild Baobab Fruit,African Wild Date Palm,African Wild Coconut Palm"
Guyana,"Mangroves,Orchids,Bamboo,Palms,Bromeliads,Ferns,Lianas,Cypress,Mahogany,Cedar,Ebony,Rosewood,Cashew,Acacia,Avocado,Breadfruit,Papaya,Banana,Coconut,Citrus,Guava,Mango,Star Apple,Pineapple,Coffee,Cotton,Sugarcane,Rice,Maize,Cassava,Plantains,Yam,Sweet Potato,Legumes,Peanuts,Soybeans,Cottonseed,Sunflower,Jute,Teak,Mahoe,Logwood,Locust,Mahogany,Cedar,Ebony,Rosewood,Sandalwood,Ironwood,Eucalyptus,Cedar,Guaiacum,Cedar,Mahogany,Lignum Vitae,Oak,Walnut,Cedar of Lebanon,Cedar of Goa,Mahogany,Cedar,Ebony,Rosewood,Sandalwood,Ironwood,Eucalyptus,Guaiacum,Logwood,Mahoe,Locust,Mahogany,Cedar,Ebony,Rosewood,Sandalwood,Ironwood,Eucalyptus,Cedar,Guaiacum,Logwood,Mahoe,Locust,Mahogany,Cedar,Ebony,Rosewood,Sandalwood,Ironwood,Eucalyptus,Cedar,Guaiacum,Logwood,Mahoe,Locust,Mahogany,Cedar,Ebony,Rosewood,Sandalwood,Ironwood"
Haiti,"Palm trees,Bamboo,Mangroves,Hibiscus,Sea grape,Casuarina,Acacia,Mahogany,Cedar,Pine,Eucalyptus,Guava,Breadfruit,Coconut,Banana,Papaya,Mango,Avocado,Soursop,Coffee,Cotton,Tobacco,Indigo,Citrus,Castor bean,Okra,Peppers,Tomatoes,Squash,Potatoes,Cassava,Sweet potatoes,Yams,Plantains,Peanuts,Beans,Maize,Rice,Sorghum,Sugar cane,Figs,Limes,Grapefruit,Olives,Oranges,Calabash,Gourds,Arrowroot,Papyrus,Canna,Elephant ear,Elephant grass,Bitter melon,Okra,Red pepper,Tamarind,Carrot,Eggplant,Radish,Watercress,Yams,Amaranth,Palms,Ficus,Aloe,Almond,Cashew,Papaya,Cocoa,Jasmine,Verbena,Bougainvillea,Heliconia,Croton,Hibiscus,Bougainvillea,Ixora,Lantana,Crepe myrtle,Oleander,Goldenrod,Passion flower,Poinsettia,Amaryllis,Bromeliads,Yucca,Moss,Lichen,Ferns,Orchids,Aroids,Grasses,Sedges,Rushes,Reeds,Cycads,Palms,Cacti,Succulents,Mosses"
Honduras,"Mangroves,Palms,Orchids,Bromeliads,Ferns,Bamboo,Cactus,Coffee,Cocoa,Pine,Oak,Cypress,Mahogany,Rubber,Sapodilla,Sapote,Guava,Citrus,Banana,Coconut,Papaya,Avocado,Mango,Cashew,Macadamia,Sugar Cane,Melon,Passion Fruit,Pineapple,Plantain,Yam,Potato,Corn,Beans,Rice,Wheat,Sorghum,Barley,Oats,Tomato,Pepper,Squash,Eggplant,Carrot,Onion,Garlic,Peanuts,Cashew,Peas,Cabbage,Lettuce,Cucumber,Radish,Spinach,Basil,Thyme,Oregano,Sage,Rosemary,Marjoram,Mint,Aloe,Yucca,Almond,Paprika,Vanilla,Cinnamon,Clove,Allspice,Nutmeg,Ginger,Cardamom,Jatropha,Cashew Apple,Coffee Arabica,Cotton,Jute,Tobacco,Sisal,Guayule,Teak,Mahogany,Cedar,Balsa,Ipil,Bursera,Pochote,Guanacaste,Guanábana,Guarumo,Higueron,Higuerilla,Moringa,Guanábana,Ceiba,Cenizo,Palo de Vibora,Guayacán,Madroño,Espavel"
Hong Kong,"Bamboo,Chinese Fan Palm,Chinese Banyan,Chinese Bamboo,Chinese Juniper,Chinese Fir,Chinese Yew,Chinese Elm,Chinese Hackberry,Chinese Mahogany,Chinese Ash,Chinese Tallow,Chinese Quince,Chinese Dogwood,Chinese Rose,Chinese Wisteria,Chinese Magnolia,Chinese Hibiscus,Chinese Hibiscus,Chinese Azalea,Chinese Orchid,Chinese Camellia,Chinese Tea,Chinese Olive,Chinese Peony,Chinese Lotus,Chinese Litchi,Chinese Lychee,Chinese Jujube,Chinese Date Palm,Chinese Banyan,Chinese Wax Tree,Chinese Cypress,Chinese Redbud,Chinese White Pine,Chinese Euonymus,Chinese Boxwood,Chinese Mock Orange,Chinese Snowball Tree,Chinese Sweetgum,Chinese Mahogany,Chinese Bamboo,Chinese Yew,Chinese Juniper,Chinese Fir,Chinese Elm,Chinese Hackberry,Chinese Ash,Chinese Tallow,Chinese Quince,Chinese Dogwood,Chinese Rose,Chinese Wisteria,Chinese Magnolia,Chinese Hibiscus,Chinese Azalea,Chinese Orchid,Chinese Camellia,Chinese Tea,Chinese Olive,Chinese Peony,Chinese Lotus,Chinese Litchi,Chinese Lychee,Chinese Jujube,Chinese Date Palm,Chinese Banyan,Chinese Wax Tree,Chinese Cypress,Chinese Redbud,Chinese White Pine,Chinese Euonymus,Chinese Boxwood,Chinese Mock Orange,Chinese Snowball Tree,Chinese Sweetgum,Chinese Mahogany,Chinese Bamboo,Chinese Yew,Chinese Juniper,Chinese Fir,Chinese Elm,Chinese Hackberry,Chinese Ash,Chinese Tallow,Chinese Quince,Chinese Dogwood,Chinese Rose,Chinese Wisteria,Chinese Magnolia,Chinese Hibiscus,Chinese Azalea,Chinese Orchid,Chinese Camellia,Chinese Tea,Chinese Olive,Chinese Peony,Chinese Lotus,Chinese Litchi,Chinese Lychee"
Hungary,"Oak,Beech,Linden,Poplar,Maple,Ash,Hornbeam,Cherry,Alder,Elm,Pine,Spruce,Fir,Yew,Juniper,Birch,Willow,Hawthorn,Blackthorn,Hazel,Plane,Eucalyptus,Chestnut,Walnut,Apple,Pear,Plum,Peach,Apricot,Raspberry,Strawberry,Blackberry,Blueberry,Currant,Gooseberry,Honeysuckle,Ivy,Clematis,Wisteria,Hops,Cucumber,Melon,Pumpkin,Tomato,Potato,Carrot,Onion,Cabbage,Beetroot,Garlic,Pea,Bean,Corn,Broccoli,Lettuce,Radish,Celery,Spinach,Leek,Asparagus,Artichoke,Chicory,Cauliflower,Courgette,Dill,Fennel,Parsley,Sage,Mint,Thyme,Rosemary,Lavender,Marjoram,Oregano,Basil,Sunflower,Poppy,Daisy,Marigold,Chrysanthemum,Dandelion,Orchid,Carnation,Tulip,Hyacinth,Crocus,Lily,Iris,Daisy,Geranium,Snapdragon,Clover,Moss,Lichen,Fungi,Algae,Reeds,Grasses,Sedges,Rushes"
Iceland,"Moss,Lichens,Heather,Birch,Juniper,Dwarf Birch,Arctic Willow,Crowberry,Blueberry,Cloudberry,Reindeer Moss,Arctic Poppy,Alpine Arnica,Alpine Meadow Grass,Alpine Rock-cress,Alpine Saw-wort,Alpine Speedwell,Alpine Star-moss,Alpine Thrift,Alpine Wall-rue,Arctic Cotton Grass,Arctic Sandwort,Arctic Wormwood,Bogbean,Bog Rosemary,Bog-myrtle,Cotton Grass,Cowberry,Creeping Willow,Dwarf Willow,Dwarf Willowherb,Dwarf-birch,False Asphodel,Field Woodrush,Fir Clubmoss,Foxglove,Grass of Parnassus,Hare's-tail Cotton Grass,Heath Bedstraw,Heath Milkwort,Horsetail,Icelandic Poppy,Lady's Mantle,Marshmarigold,Meadow Buttercup,Meadow Saxifrage,Mountain Avens,Mountain Sorrel,Narrow-leaved Willow,Purple Saxifrage,Purple Marshlocks,Rock-cress,Sea-milkwort,Sheep's Sorrel,Small-flowered Buttercup,Spotted Orchid,Spring Gentian,Spring Squill,Star of Bethlehem,Tufted Saxifrage,Water Avens,White Mountain Avens,Wild Angelica,Wild Thyme,Woodrush,Yellow Mountain Saxifrage,Yellow Mountain-avens,Alpine Saw-wort,Alpine Speedwell,Alpine Star-moss,Alpine Thrift,Alpine Wall-rue,Arctic Cotton Grass,Arctic Sandwort,Arctic Wormwood,Bogbean,Bog Rosemary,Bog-myrtle,Cotton Grass,Cowberry,Creeping Willow,Dwarf Willow,Dwarf Willowherb,Dwarf-birch,False Asphodel,Field Woodrush,Fir Clubmoss,Foxglove,Grass of Parnassus,Hare's-tail Cotton Grass,Heath Bedstraw,Heath Milkwort,Horsetail,Icelandic Poppy,Lady's Mantle,Marshmarigold,Meadow Buttercup,Meadow Saxifrage,Mountain Avens,Mountain Sorrel"
India,"Banyan Tree,Coconut Tree,Neem Tree,Peepal Tree,Mango Tree,Bamboo,Indian Rosewood,Teak,Sandalwood,Sal,Deodar,Jackfruit Tree,Jamun Tree,Acacia,Eucalyptus,Kadam Tree,Arjun Tree,Sheesham,Alstonia,Indian Laurel,Indian Cork Tree,Amla Tree,Curry Tree,Flame of the Forest,Indian Beech,Indian Kino Tree,Indian Blackberry,Indian Gooseberry,Indian Mahogany,Indian Mulberry,Indian Oak,Indian Olive,Indian Redwood,Indian Rose,Indian Rubber Tree,Indian Sandalwood,Indian Silver Oak,Indian Tamarind,Indian Walnut,Juniper,Kadam,Karanj,Khair,Mahua Tree,Mimusops,Mulberry,Palash,Red Sandalwood,Salai,Silver Oak,Siris,Terminalia,Wild Date Palm,Wild Jack,Amaltas,Arjuna,Asoka,Babul,Baobab,Ber,Bottle Brush Tree,Cassia,Flame of the Forest,Flame Tree,Indian Ash,Indian Banyan,Indian Fig,Indian Laurel,Indian Mahogany,Indian Oak,Indian Rubber Tree,Indian Silver Oak,Indian Tamarind,Indian Walnut,Jamun,Jatropha,Kadamba,Karanja,Khair,Mahogany,Mango,Neem,Palash,Peepal,Red Sandalwood,Sal,Sandalwood,Sheesham,Siris,Teak,Terminalia,Wild Date Palm,Wild Jack,Wood Apple,Amla,Arjun,Bael,Bamboo,Indian Beech,Indian Cork Tree"
Indonesia,"Mangroves,Tropical Rainforest,Bamboo,Palm Trees,Coconut Trees,Orchid,Ferns,Seagrass,Rafflesia,Alang-Alang Grass,Teak,Casuarina,Durian,Rubber Trees,Eucalyptus,Pandanus,Pandan,Banana Trees,Banyan Trees,Acacia,Calophyllum,Cemara,Clove Trees,Coffee Trees,Coconut Palms,Dipterocarp,Durio,Eugenia,Garcinia,Gnetum,Heliconia,Ipil-ipil,Kapok,Kratom,Livistona,Melaleuca,Meranti,Moluccan Almond,Nipa Palms,Nutmeg Trees,Palmyra Palms,Pandanus,Papaya Trees,Rambutan Trees,Rattan,Salak,Sandalwood,Sapodilla Trees,Sea Coconut,Soursop Trees,Tamarind Trees,Taro,Teak,Tembusu,Vitex,Water Hyacinth,Wild Ginger,Wild Mango,Wild Orchids,Wild Rice,Wild Tamarind,Wild Taro,Wild Tobacco,Wild Yams,Wood Apple,Ylang-Ylang,Mangosteen,Breadfruit,Durian Trees,Java Plum,Java Apple,Jackfruit,Jambu,Jamun,Java Olive,Kaffir Lime,Kapok Trees,Kedondong,Kempas,Ketapang,Kraton,Kurap,Lawang,Lontar Palm,Mahogany,Mahoni,Makassar,Makulay,Meranti,Merbau,Merpauh,Moluccan Ironwood,Nipah,Palas,Palem,Red Sandalwood,Rengas,Salam,Sandpaper Tree,Sono Wood"
Iran,"Pistachio,Date palm,Apple,Almond,Walnut,Apricot,Pomegranate,Fig,Quince,Mulberry,Olive,Grape,Orange,Lemon,Peach,Plum,Kiwi,Strawberry,Pear,Apricot,Banana,Mulberry,Tamarind,Pistachio,Jujube,Prickly pear,Barberry,Willow,Poplar,Oak,Elm,Cypress,Cedar,Juniper,Tamarisk,Sumac,Maple,Birch,Ash,Alder,Pine,Spruce,Fir,Acacia,Wild almond,Wild pistachio,Wild olive,Wild fig,Wild grape,Wild quince,Wild pomegranate,Wild tamarind,Wild jujube,Wild pear,Wild apricot,Wild mulberry,Wild strawberry,Wild banana,Wild blackberry,Wild raspberry,Wild blueberry,Wild rose,Wild thyme,Wild mint,Wild juniper,Wild sage,Wild lavender,Wild oregano,Wild basil,Wild artemisia,Wild chamomile,Wild fennel,Wild saffron,Wild anise,Wild coriander,Wild cumin,Wild clover,Wild grass,Wild nettle,Wild vetch,Wild chickpea,Wild lentil,Wild wheat,Wild barley,Wild rye,Wild oats,Wild flax,Wild mustard,Wild radish,Wild turnip,Wild garlic,Wild onion,Wild leek,Wild shallot,Wild cress,Wild parsley,Wild celery,Wild rocket,Wild spinach,Wild lettuce"
Iraq,"Date palm,Acacia,Euphorbia,Juniper,Cedar,Pistacia,Tamarisk,Oleander,Amaranth,Salsola,Artemisia,Salvia,Plantago,Astragalus,Haloxylon,Ephedra,Polygonum,Sisymbrium,Teucrium,Erodium,Ziziphus,Acantholimon,Zygophyllum,Onobrychis,Astragalus,Peganum,Anabasis,Salicornia,Lycium,Trigonella,Calligonum,Artemisia,Haloxylon,Tamarix,Halocnemum,Atriplex,Panicum,Echium,Eremurus,Eryngium,Glycyrrhiza,Eryngium,Convolvulus,Anabasis,Salsola,Astragalus,Acacia,Stipagrostis,Lycium,Heliotropium,Ferula,Salvia,Onobrychis,Acantholimon,Allium,Plantago,Ephedra,Eucalyptus,Astragalus,Tamarix,Juniperus,Ziziphus,Atriplex,Halocnemum,Panicum,Trigonella,Echium,Eremurus,Eryngium,Glycyrrhiza,Convolvulus,Peganum,Salicornia,Calligonum,Artemisia,Haloxylon,Tamarix,Halocnemum,Atriplex,Panicum,Echium,Eremurus,Eryngium,Glycyrrhiza,Eryngium,Convolvulus,Anabasis,Salsola,Astragalus,Acacia,Stipagrostis,Lycium,Heliotropium,Ferula,Salvia,Onobrychis,Acantholimon,Allium,Plantago,Ephedra"
Ireland,"Moss,Heather,Ferns,Gorse,Grasses,Wildflowers,Brambles,Thistles,Primroses,Foxgloves,Bluebells,Dandelions,Daisy,Buttercups,Ivy,Honeysuckle,Blackthorn,Hawthorn,Oak,Ash,Birch,Rowan,Hazel,Alder,Willow,Sycamore,Yew,Elder,Juniper,Scots pine,Larch,Spruce,Beech,Horse chestnut,Elderberry,Huckleberry,Bilberry,Wild raspberry,Wild strawberry,Wild cherry,Blackberry,Elderflower,Red clover,White clover,Bird's-foot trefoil,Common vetch,Common sorrel,Common knapweed,Common ragwort,Common mouse-ear,Salad burnet,Wild thyme,Yellow rattle,Tormentil,Lady's bedstraw,Red campion,Ragged robin,Cowslip,Tormentil,Wood sorrel,Wild garlic,Wild angelica,St John's wort,Hedge bedstraw,Creeping cinquefoil,Wood avens,Wild marjoram,Bogbean,Marsh thistle,Marsh marigold,Greater bird's-foot trefoil,Bog asphodel,Bog myrtle,Bog cotton,Purple moor-grass,Black bog-rush,Cotton grass,Bog rosemary,Harebell,Wild pansy,Bulrush,Reedmace,Water mint,Water forget-me-not,Water chickweed,Water crowfoot,Marsh marigold,Water soldier,Water speedwell,Water parsnip,Water horsetail,Water plantain,Yellow flag,Lesser spearwort,Yellow iris,Marsh bedstraw,Marsh woundwort,Purple loosestrife,Bog pimpernel,Bogbean"
Isle of Man,"Heather,Gorse,Bracken,Sea Pink,Wild Thyme,Wild Garlic,Wild Orchids,Sea Plantain,Sea Thrift,Sea Campion,Sea Beet,Bog Asphodel,Common Tormentil,Common Dog-violet,Common Bird's-foot Trefoil,Common Stork's-bill,Common Sorrel,Common Cat's-ear,Common Mouse-ear,Common Restharrow,Common Knapweed,Common Fleabane,Common Ragwort,Common Vetch,Common Poppy,Common Toadflax,Common Valerian,Common Milkwort,Common Rock-rose,Common Cotton-grass,Common Harebell,Common Daisy,Common Sorrel,Common Mouse-ear Hawkweed,Common Lady's-mantle,Common St John's-wort,Common Wild Carrot,Common Toadflax,Common Valerian,Common Milkwort,Common Rock-rose,Common Cotton-grass,Common Harebell,Common Daisy,Common Sorrel,Common Mouse-ear Hawkweed,Common Lady's-mantle,Common St John's-wort,Common Wild Carrot,Yellow Rattle,Yellow Flag,Yellow Iris,Yellow Pimpernel,Yellow Horned Poppy,Yellow Loosestrife,Yellow Vetch,Yellow Bedstraw,Yellow Vetchling,Yellow Wort,Yellow Goat's-beard,Red Clover,Red Campion,Red Fescue,Red Bartsia,Red Valerian,Red Dead-nettle,Red Kale,Red Spleenwort,Red Rattle,Red Bartsia,Red Valerian,Red Dead-nettle,Red Kale,Red Spleenwort,Purple Moor-grass,Purple Loosestrife,Purple Milk-vetch,Purple Toadflax,Purple Marsh-orchid,Purple Moor-grass,Purple Loosestrife,Purple Milk-vetch,Purple Toadflax,Purple Marsh-orchid,White Clover,White Campion,White Bedstraw,White Dead-nettle,White Melilot,White Bryony,White Water-lily,White Clover,White Campion,White Bedstraw,White Dead-nettle,White Melilot,White Bryony,White Water-lily,Mosses,Lichens"
Israel,"Olive Trees,Date Palms,Cypress Trees,Carob Trees,Aleppo Pine,Eucalyptus,Cedar of Lebanon,Pistacia Atlantica,Tamarisk,Retama,Acacia,Silver Broom,Honeysuckle,Sage,Thyme,Mint,Marjoram,Rosemary,Oregano,Fennel,Lavender,Anemone,Narcissus,Iris,Crocus,Gladiolus,Asphodel,Daisy,Poppies,Hyacinth,Daffodil,Wild Mustard,Wild Radish,Wild Pea,Wild Caper,Wild Carrot,Wild Onion,Wild Garlic,Wild Beet,Wild Squash,Wild Rocket,Wild Lettuce,Wild Artichoke,Wild Celery,Wild Cucumber,Wild Radicchio,Wild Fennel,Wild Parsley,Wild Thyme,Wild Mint,Wild Marjoram,Wild Sage,Wild Rosemary,Wild Oregano,Wild Asparagus,Wild Broccoli,Wild Cabbage,Wild Spinach,Wild Kale,Wild Cauliflower,Wild Figs,Wild Olives,Wild Pomegranates,Wild Almonds,Wild Pistachios,Wild Apricots,Wild Apples,Wild Peaches,Wild Plums,Wild Cherries,Wild Pears,Wild Mulberries,Wild Strawberries,Wild Raspberries,Wild Blackberries,Wild Gooseberries,Wild Grapes,Wild Melons,Wild Watermelons,Wild Cantaloupe,Wild Cucumbers,Wild Zucchini,Wild Squash,Wild Pumpkins,Wild Artichokes,Wild Asparagus,Wild Broccoli,Wild Cauliflower,Wild Celery,Wild Mushrooms,Wild Lichens,Wild Mosses,Wild Ferns,Wild Grasses,Wild Reeds,Wild Orchids,Wild Lilies,Wild Crocuses,Wild Poppies,Wild Primroses,Wild Violets"
