country;keywords animals
Dominican Republic;Hutia,Hispaniolan Solenodon,West Indian Manatee,Hispaniolan Trogon,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Woodpecker,Antillean Iguana,Hispaniolan Parrot,Hispaniolan Macaw,Hispaniolan Palm Crow,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet,Hispaniolan Parrot,Hispaniolan Parrotlet,Hispaniolan Parrot,Hispaniolan Parakeet
East Timor;Asian Elephant,Banteng,Wild Boar,Palm Civet,Long-tailed Macaque,Black Giant Squirrel,Flying Fox,Wild Water Buffalo,Black-naped Fruit Dove,Sulawesi Dwarf Cuscus,Collared Kingfisher,Rufous-backed Kingfisher,Chestnut-backed Thrush,Grey-headed Fruit Dove,Grey-rumped Treeswift,Spotted Kestrel,White-bellied Imperial Pigeon,Spotted Dove,Javan Hawk-Eagle,White-breasted Waterhen,White-breasted Woodswallow,Spotted Harrier,Red-cheeked Parrot,Green Imperial Pigeon,Common Hill Myna,Black-capped Kingfisher,Common Kingfisher,Rufous-collared Kingfisher,Red-backed Thrush,Yellow-vented Bulbul,Dusky Munia,Javan Myna,Grey-rumped Treeswift,Asian Palm Swift,Grey-headed Fish Eagle,White-bellied Sea Eagle,Brahminy Kite,Long-tailed Shrike,Grey-headed Fish Owl,Brown Fish Owl,Collared Scops Owl,Oriental Dwarf Kingfisher,White-rumped Shama,Black-naped Oriole,Black-crested Bulbul,Black-headed Munia,Pied Imperial Pigeon,Grey-cheeked Green Pigeon,Slaty-legged Crake,Pied Harrier,Long-tailed Broadbill,Black-winged Kite,White-breasted Woodswallow,Grey-headed Lapwing,Grey-headed Fish Eagle,Grey-headed Woodpecker,White-bellied Woodpecker,Green Imperial Pigeon,Red-breasted Parakeet,Grey-capped Pygmy Woodpecker,Red-vented Bulbul,Black-capped Kingfisher,White-bellied Sea Eagle,Spotted Wood Owl,Grey-headed Lapwing,Black-crowned Night Heron,White-tailed Tropicbird,Great Egret,Little Egret,Great Cormorant,Little Cormorant,White-faced Heron,Pacific Reef Heron,Striated Heron,Black Kite,Brahminy Kite,Pied Harrier,Grey-headed Fish Owl,Spotted Wood Owl,Collared Scops Owl,White-breasted Waterhen,White-rumped Shama,Black-capped Kingfisher,Oriental Dwarf Kingfisher,Grey-rumped Treeswift,Grey-headed Fruit Dove,Black-naped Fruit Dove,Rufous-backed Kingfisher,Chestnut-backed Thrush,Red-cheeked Parrot,Javan Myna,Common Hill Myna,Dusky Munia,Yellow-vented Bulbul,Black-crested Bulbul,Javan Hawk-Eagle,Spotted Kestrel,Red-backed Thrush,Long-tailed Broadbill,Asian Palm Swift
Ecuador;Andean Condor,Spectacled Bear,Llama,Vicuña,Tapir,Jaguar,Puma,Ocelot,Margay,White-tailed Deer,Collared Peccary,Capybara,Giant Otter,Red-footed Tortoise,Boa Constrictor,Anaconda,Green Iguana,Basilisk Lizard,Marine Iguana,Galapagos Tortoise,Green Sea Turtle,Hawk,Harpy Eagle,Caracara,Osprey,King Vulture,Barn Owl,Andean Cock-of-the-rock,Hoatzin,Scarlet Macaw,Macaroni Penguin,Humboldt Penguin,Flightless Cormorant,Blue-footed Booby,Magnificent Frigatebird,Great Egret,American Kestrel,White-tailed Hawk,Long-tailed Mockingbird,Galapagos Dove,White-tipped Dove,Toucan,Tanager,Hummingbird,Barn Swallow,Red-billed Tropicbird,Scarlet-backed Woodpecker,Galapagos Flycatcher,Galapagos Mockingbird,Galapagos Rail,American Flamingo,Andean Goose,Torrent Duck,Andean Gull,White-winged Guan,Wattled Guan,Black-chested Buzzard Eagle,Pied-billed Grebe,Andean Gull,White-tipped Swift,Galapagos Petrel,Galapagos Shearwater,Galapagos Penguin,Galapagos Sea Lion,Galapagos Fur Seal,Galapagos Marine Iguana,Galapagos Land Iguana,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat,Galapagos Rice Rat
Egypt;Nile Crocodile,African Wild Dog,Cheetah,Caracal,African Leopard,Sand Cat,Striped Hyena,Golden Jackal,Egyptian Mongoose,African Rock Python,Egyptian Spiny-tailed Lizard,Egyptian Tortoise,Red Fox,African Elephant,Dorcas Gazelle,Ostrich,Egyptian Mongoose,Arabian Oryx,Dorcas Gazelle,Nubian Ibex,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle,Dorcas Gazelle
El Salvador;Spider monkey,White-tailed deer,Tapir,Jaguar,Ocelot,Margay,Collared peccary,White-lipped peccary,Nine-banded armadillo,Central American agouti,White-nosed coati,Raccoon,Kinkajou,Central American squirrel monkey,Mantled howler monkey,Red-tailed squirrel,Central American woolly opossum,Central American fox,White-throated magpie jay,Gray fox,Great curassow,White-collared manakin,White-collared swift,Blue-crowned motmot,Red-lored parrot,Black-headed trogon,Black-crowned night heron,Roseate spoonbill,Blue-winged teal,Green-breasted mango,Snowy egret,Magnificent frigatebird,American flamingo,American white ibis,White-fronted parrot,Great green macaw,Scarlet macaw,White-throated toucan,Yellow-naped parrot,Great kiskadee,Blue-gray tanager,White-winged dove,Red-billed pigeon,White-tipped dove,Red-lored Amazon,Olive-throated parakeet,Yellow-headed parrot,Rose-throated becard,White-fronted amazon,White-collared seedeater,Clay-colored robin,Gray-breasted martin,White-tailed hawk,Turkey vulture,King vulture,Gray hawk,Common black hawk,Crested caracara,Osprey,Black-bellied whistling duck,Muscovy duck,Green-breasted pitta,White-bellied emerald,Turquoise-browed motmot,Black-headed trogon,White-bellied emerald,Spotted sandpiper,Great egret,Little blue heron,Tricolored heron,Black vulture,Black-capped vireo,Gray-breasted jay,Black-headed saltator,Streak-backed oriole,Boat-billed flycatcher,Olive-sided flycatcher,White-throated flycatcher,White-winged dove,Red-crowned parrot,Red-lored amazon,White-fronted parrot,Great kiskadee,Montezuma oropendola,Yellow-green vireo,Gray-breasted jay,Black-headed trogon,White-bellied emerald,Turquoise-browed motmot,Black-headed saltator,Streak-backed oriole,Boat-billed flycatcher,Olive-sided flycatcher,White-throated flycatcher,White-winged dove,Red-crowned parrot,Blue-tailed hummingbird,Rufous-tailed hummingbird,White-bellied emerald,Great green macaw
Equatorial Guinea;Gorillas,Chimpanzees,Monkeys,Elephants,Hippopotamuses,Warthogs,Crocodiles,Monitor lizards,Snakes,Pangolins,Antelopes,Gazelles,Oribi,Duikers,Bushbucks,Waterbucks,Reedbucks,Kob,Buffalo,Lions,Leopards,Servals,Caracals,African wild cats,Civets,Genets,Mongooses,Hyenas,Jackals,Wild dogs,Wild pigs,Bushpigs,Warthogs,Baboons,Galagos,Bushbabies,Fruit bats,Fruit-eating bats,Insectivorous bats,Tree hyraxes,Rock hyraxes,Porcupines,Hares,Squirrels,Rodents,Mongooses,Otters,Civet cats,African wild cats,Genets,Honey badgers,Hedgehogs,Shrews,African wild dogs,Jackals,Mongoose,Herons,Egrets,Ibis,Flamingos,Storks,Ospreys,Kites,Eagles,Hawks,Vultures,Owls,Hornbills,Turacos,Parrots,Lovebirds,Bee-eaters,Sunbirds,Weavers,Woodpeckers,Kingfishers,Guinea fowl,Francolins,Partridges,Quails,Ducks,Geese,Doves,Turtle doves,Pigeons,Sandgrouse,Bustards,Pelicans,Cormorants,Herons,Egrets,Jacanas,Plovers,Lapwings,Stilts,Avocets,Oystercatchers,Skimmers,Gulls,Terns
Eritrea;African Wild Dog,African Elephant,Lion,Leopard,Cheetah,Striped Hyena,Spotted Hyena,Jackal,Serval,Caracal,African Wildcat,Warthog,Bushpig,Aardwolf,Aardvark,Honey Badger,Bat-Eared Fox,Civet,Genet,Porcupine,Rock Hyrax,Klipspringer,Dik-Dik,Oribi,Gerenuk,Soemmerring's Gazelle,Guenther's Dik-Dik,Salt's Dik-Dik,Dorcas Gazelle,Speke's Gazelle,Mountain Nyala,Red Fox,Bat,Hedgehog,Mongoose,Hare,Long-Eared Hedgehog,Ground Squirrel,Jerboa,Mouse,Rat,Weasel,Mongoose,Honeyguide,Black-Backed Jackal,African Civet,African Wild Dog,Wolf,Striped Skunk,Egyptian Mongoose,White-Tailed Mongoose,Banded Mongoose,Marsh Mongoose,Slender Mongoose,Dwarf Mongoose,Bushbaby,Baboon,Vervet Monkey,Black-and-White Colobus,Olive Baboon,Hamadryas Baboon,Patas Monkey,Red Colobus,Sykes Monkey,Galago,Bushbuck,Bush Duiker,Abyssinian Hare,Klipspringer,Impala,Klipspringer,Greater Kudu,Lesser Kudu,Common Duiker,Steenbok,Mountain Reedbuck,Bohor Reedbuck,Common Ostrich,Marabou Stork,Sacred Ibis,White Stork,Kestrel,Buzzard,Secretarybird,Vulture,Osprey,Kite,Falcon,Eagle,Harrier,Hobby,Long-Tailed Cormorant,Grey Heron,Grey-Headed Gull,Tawny Eagle,Black Kite,Greater Flamingo,Spur-Winged Goose,Spur-Winged Lapwing,Crowned Crane
Estonia;Wild Boar,Red Deer,Roe Deer,Brown Bear,Wolf,Red Fox,Eurasian Lynx,Wolverine,Wild Cat,Red Squirrel,Grey Seal,Harbour Seal,Baltic Ringed Seal,White-tailed Eagle,Common Buzzard,Marsh Harrier,Common Kestrel,Osprey,Great Bittern,Great Grey Owl,Ural Owl,Long-eared Owl,Tawny Owl,White-backed Woodpecker,Grey-headed Woodpecker,Black Woodpecker,White-throated Dipper,Grey Wagtail,Northern Lapwing,Red-breasted Merganser,Goosander,Red-necked Grebe,Black-throated Diver,Red-throated Diver,Slavonian Grebe,Great Crested Grebe,Black-necked Grebe,Little Grebe,Black-headed Gull,Common Gull,Herring Gull,Glaucous Gull,Great Black-backed Gull,Cormorant,White-tailed Eagle,White-tailed Sea Eagle,Black Stork,Whooper Swan,Bewick's Swan,Bean Goose,Greylag Goose,Pink-footed Goose,Eurasian Wigeon,Gadwall,Mallard,Northern Pintail,Common Teal,Tufted Duck,Common Pochard,Common Goldeneye,Smew,Long-tailed Duck,Velvet Scoter,Common Scoter,Red-breasted Merganser,Goosander,Black-throated Loon,Red-throated Loon,Great Cormorant,Grey Heron,Great Egret,Little Egret,Black Stork,White Stork,Common Crane,Whooper Swan,Mute Swan,Bean Goose,Greylag Goose,Pink-footed Goose,Eurasian Spoonbill,Common Kingfisher,Common Goldeneye,Common Merganser,Red-breasted Merganser,Goosander,Red-necked Grebe,Black-throated Diver,Red-throated Diver,Slavonian Grebe,Great Crested Grebe,Black-necked Grebe,Little Grebe,Black-headed Gull,Common Gull,Herring Gull,Glaucous Gull,Great Black-backed Gull,Common Pheasant,Hazel Grouse
Ethiopia;Gelada baboon,Ethiopian wolf,Greater kudu,African elephant,African wild dog,Grevy’s zebra,Ostrich,Warthog,Lion,Leopard,Cheetah,Caracal,Serval,Rock hyrax,Striped hyena,Spotted hyena,Aardwolf,African buffalo,African wildcat,Jackal,Genet,Aardvark,Porcupine,Hare,Bushbuck,Klipspringer,Dik-dik,Bush pig,Common duiker,Red-fronted gazelle,Mountain nyala,Defassa waterbuck,Bush duiker,Bohor reedbuck,Roan antelope,Swayne’s hartebeest,Abyssinian hare,Klipspringer,Beisa oryx,Gerenuk,Soemmerring’s gazelle,Oribi,Lesser kudu,Common eland,Greater cane rat,Banded mongoose,Slender-tailed meerkat,Marsh mongoose,White-tailed mongoose,Gambian rat,Tree hyrax,Yellow-spotted rock hyrax,Striped ground squirrel,Anubis baboon,Hamadryas baboon,Olive baboon,Black-backed jackal,Bat-eared fox,African civet,Honey badger,African wild ass,Klipspringer,Plains zebra,Grivet monkey,Patas monkey,Tantalus monkey,Vervet monkey,Colobus monkey,Bale monkey,Red-tailed monkey,Dent’s mona monkey,Ethiopian hare,Ethiopian hedgehog,African porcupine,Banded mongoose,Selous’s mongoose,Marsh mongoose,Ethiopian fox,Striped hyena,Spotted hyena,Aardwolf,African wildcat,African wild dog,Common genet,Common duiker,Red-fronted gazelle,Mountain nyala,Bush duiker,Defassa waterbuck,Roan antelope,Swayne’s hartebeest,Oribi,Beisa oryx,Gerenuk,Klipspringer,Greater cane rat,Slender-tailed meerkat,White-tailed mongoose,Gambian rat,Yellow-spotted rock hyrax
Faroe Islands;Atlantic Puffin,Common Eider,Eurasian Oystercatcher,Great Black-backed Gull,Common Raven,Black Guillemot,Common Guillemot,Razorbill,Great Skua,Long-tailed Duck,Red-throated Diver,Northern Gannet,European Shag,Black-legged Kittiwake,Atlantic Pigeon,Barn Swallow,Redwing,Fieldfare,Common Snipe,Rock Dove,Eurasian Curlew,Red-necked Phalarope,Common Redshank,Purple Sandpiper,Red-breasted Merganser,Common Shelduck,Whooper Swan,White-tailed Eagle,Greylag Goose,Eurasian Wigeon,Eurasian Teal,Mallard,Northern Shoveler,Common Pochard,Tufted Duck,Golden Plover,Dunlin,Temminck's Stint,Ruff,Sanderling,Eurasian Oystercatcher,Common Ringed Plover,Grey Plover,Bar-tailed Godwit,Whimbrel,Common Redstart,Common Chiffchaff,Common Starling,Common Blackbird,Common Linnet,Common Redpoll,Common Crossbill,Common Goldeneye,Common Merganser,Great Cormorant,European Honey Buzzard,White-fronted Goose,Greylag Goose,Pink-footed Goose,Barnacle Goose,Common Shelduck,Common Scoter,Velvet Scoter,Red-breasted Merganser,Common Puffin,Atlantic Puffin,Great Skua,Arctic Skua,Black Guillemot,Common Guillemot,Razorbill,Black-legged Kittiwake,Common Gull,Herring Gull,Great Black-backed Gull,Common Murre,Atlantic Pigeon,Common Wood Pigeon,Rock Dove,Eurasian Skylark,Meadow Pipit,European Robin,Common Redstart,Common Chaffinch,Common Linnet,Common Goldcrest,Common Redpoll,Common Crossbill,Common Bullfinch,Common Raven,Common Starling,Barn Swallow,Redwing,Fieldfare,Common Snipe,Eurasian Curlew,Red-necked Phalarope,Purple Sandpiper,Sanderling,Temminck's Stint
Fiji;Fijian crested iguana,Fiji banded iguana,Fiji monkey-faced bat,Fiji flying fox,Fiji ground frog,Fiji crested iguana,Fiji ground boa,Fiji skink,Fiji crested gecko,Fiji snouted tree frog,Fiji green tree frog,Fiji skink,Fiji water dragon,Fiji flying frog,Fiji crested iguana,Fiji night frog,Fiji rat,Fiji banded iguana,Fiji crested gecko,Fiji anole,Fiji boiga,Fiji skink,Fiji flying fox,Fiji cuscus,Fiji rat,Fiji crested iguana,Fiji banded iguana,Fiji monkey-faced bat,Fiji flying fox,Fiji ground frog,Fiji crested iguana,Fiji ground boa,Fiji skink,Fiji crested gecko,Fiji snouted tree frog,Fiji green tree frog,Fiji skink,Fiji water dragon,Fiji flying frog,Fiji crested iguana,Fiji night frog,Fiji rat,Fiji banded iguana,Fiji crested gecko,Fiji anole,Fiji boiga,Fiji skink,Fiji flying fox,Fiji cuscus,Fiji rat,Fiji sandfish,Fiji long-finned eel,Fiji parrotfish,Fiji surgeonfish,Fiji triggerfish,Fiji butterflyfish,Fiji damselfish,Fiji wrasse,Fiji cardinalfish,Fiji grouper,Fiji moray eel,Fiji manta ray,Fiji sea turtle,Fiji whale,Fiji dolphin,Fiji stingray,Fiji porcupinefish,Fiji angelfish,Fiji clownfish,Fiji sea star,Fiji sea cucumber,Fiji sea urchin,Fiji sea anemone,Fiji coral,Fiji jellyfish,Fiji crab,Fiji shrimp,Fiji lobster,Fiji squid,Fiji octopus,Fiji cuttlefish,Fiji barnacle,Fiji clam,Fiji mussel,Fiji oyster,Fiji sea snail,Fiji sea slug,Fiji sea hare,Fiji sea cucumber,Fiji sea urchin,Fiji sea anemone,Fiji coral,Fiji jellyfish,Fiji crab,Fiji shrimp,Fiji lobster,Fiji squid,Fiji octopus,Fiji cuttlefish,Fiji barnacle
Finland;Reindeer,Brown Bear,Wolf,Wolverine,Red Fox,Arctic Fox,Red Squirrel,Mountain Hare,Roe Deer,Wild Boar,Beaver,Elk,White-tailed Deer,Mink,Marten,Stoat,Ermine,Weasel,Sable,Muskrat,Red-throated Diver,Whooper Swan,Greylag Goose,Greater White-fronted Goose,Barnacle Goose,Bean Goose,Pink-footed Goose,Red-breasted Goose,White-tailed Eagle,Rough-legged Buzzard,Golden Eagle,Osprey,Gyr Falcon,Peregrine Falcon,White-tailed Sea Eagle,Common Buzzard,Ural Owl,Long-eared Owl,Short-eared Owl,Tengmalm's Owl,Great Grey Owl,Pygmy Owl,Hawk Owl,Black Grouse,Hazel Grouse,Willow Grouse,Capercaillie,Black Woodpecker,Grey-headed Woodpecker,Three-toed Woodpecker,White-backed Woodpecker,Black-throated Diver,Red-necked Grebe,Great Crested Grebe,Slavonian Grebe,Red-throated Loon,Common Loon,Red-breasted Merganser,Goosander,Velvet Scoter,Goldeneye,Smew,Red-breasted Merganser,Long-tailed Duck,Common Scoter,Whooper Swan,Whooper Swan,Greylag Goose,Pink-footed Goose,Barnacle Goose,Bean Goose,Red-breasted Goose,White-fronted Goose,Mallard,Teal,Pochard,Tufted Duck,Goldcrest,Firecrest,Willow Tit,Crested Tit,Marsh Tit,Long-tailed Tit,Coal Tit,Blue Tit,Great Tit,Treecreeper,Nuthatch,Wood Warbler,Garden Warbler,Willow Warbler,Chiffchaff,Pied Flycatcher,Redstart,Blackbird,Song Thrush,Mistle Thrush,Fieldfare,Redwing,Waxwing,Bullfinch
France;Wild Boar,Red Fox,Roe Deer,Red Deer,Wild Cat,Badger,Stoat,Weasel,Hedgehog,Brown Hare,Grey Squirrel,Common Pipistrelle,Common Genet,Common Kestrel,Black Woodpecker,Eurasian Jay,European Green Woodpecker,Alpine Chough,Griffon Vulture,Golden Eagle,Black Grouse,Grey Heron,Great Bittern,Eurasian Spoonbill,Great White Egret,White Stork,Eurasian Wigeon,Common Pochard,Tufted Duck,Common Shelduck,Common Coot,Common Kingfisher,Common Sandpiper,Common Redshank,Common Greenshank,Eurasian Curlew,Eurasian Oystercatcher,Great Crested Grebe,Black-headed Gull,Common Woodpigeon,Rock Dove,Eurasian Collared Dove,Common Swift,Eurasian Hobby,Eurasian Hoopoe,Eurasian Blackbird,Common Starling,Song Thrush,Mistle Thrush,Common Chaffinch,European Goldfinch,European Serin,European Greenfinch,European Turtle Dove,Eurasian Nuthatch,Eurasian Treecreeper,Eurasian Magpie,Red-billed Chough,Eurasian Bullfinch,Common Linnet,European Robin,Common Nightingale,Black Redstart,Common Stonechat,Northern Wheatear,Red-backed Shrike,Eurasian Skylark,Woodlark,Crested Tit,Coal Tit,Marsh Tit,Long-tailed Tit,Willow Tit,Blue Tit,Great Tit,European Bee-eater,European Roller,Eurasian Hobby,Common Cuckoo,Eurasian Eagle Owl,Common Barn Owl,Long-eared Owl,Eurasian Scops Owl,Eurasian Pygmy Owl,Tawny Owl,Little Owl,Common Swift,European Nightjar,Eurasian Wryneck,Eurasian Crag Martin,Alpine Swift,Pallid Swift,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby,Eurasian Hobby
French Guiana;Jaguar,Capybara,Giant Anteater,Howler Monkey,Spider Monkey,Sloth,Tapir,River Dolphin,Giant Otter,Caiman,Anaconda,Scarlet Macaw,Harpy Eagle,Toucan,Agouti,Armadillo,Ocelot,Puma,Margay,Peccary,Manatee,Iguana,Boa Constrictor,Green Iguana,Basilisk,Gecko,Curassow,Capuchin Monkey,Squirrel Monkey,Marmoset,Tamarin,Titi Monkey,Potoo,King Vulture,Scarlet Ibis,Macaw,Toucanet,Parrot,Flycatcher,Pigeon,Heron,Woodpecker,Hummingbird,Falcon,Osprey,Kite,Hawk,Barn Owl,Fish Hawk,Harpy,Crab-eating Fox,Pampas Fox,Gray Fox,Coati,Weasel,Porcupine,Paca,Agouti,Armadillo,Collared Peccary,White-lipped Peccary,Squirrel,Raccoon,Coati,Margay,Ocelot,Puma,Jungle Cat,Jaguarundi,Cacomistle,Rabbit,Coypu,Capybara,Red Brocket Deer,White-tailed Deer,Red Howler Monkey,Black Howler Monkey,Spider Monkey,Squirrel Monkey,Capuchin Monkey,Marmoset,Tamarin,Titi Monkey,Sloth,Anteater,Potoo,King Vulture,Black Vulture,Turkey Vulture,Harpy Eagle,Caracara,Anhinga,Anaconda,Boa Constrictor,Green Iguana,Basilisk,Gecko,Curassow,Scarlet Ibis,Macaw
